Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-08-19 00:00:00-04:00,2.4845624021128954,2.585435625839897,2.3841869660021557,2.4930107593536377,897427216,0.0,0.0
2004-08-20 00:00:00-04:00,2.509656725172547,2.7101611951681246,2.4969858545119106,2.691030263900757,458857488,0.0,0.0
2004-08-23 00:00:00-04:00,2.7516535559607442,2.8194820574934276,2.7094162862768445,2.718111991882324,366857939,0.0,0.0
2004-08-24 00:00:00-04:00,2.7638277557801083,2.772771760383566,2.57326166503546,2.6055612564086914,306396159,0.0,0.0
2004-08-25 00:00:00-04:00,2.6077967077062763,2.6833281859713938,2.58096350671029,2.633636236190796,184645512,0.0,0.0
2004-08-26 00:00:00-04:00,2.607548128463762,2.682085219507716,2.600342932617009,2.681091547012329,142572401,0.0,0.0
2004-08-27 00:00:00-04:00,2.685812223843219,2.698732345291463,2.625934296294175,2.6373631954193115,124826132,0.0,0.0
2004-08-30 00:00:00-04:00,2.6157470058418144,2.620965332384799,2.5345025062561035,2.5345025062561035,104429967,0.0,0.0
2004-08-31 00:00:00-04:00,2.5417079712739894,2.5767398028959687,2.5382294039818,2.5434467792510986,98825037,0.0,0.0
2004-09-01 00:00:00-04:00,2.5516457551564273,2.558354115143749,2.4763635243010413,2.490774154663086,183633734,0.0,0.0
2004-09-02 00:00:00-04:00,2.4644376622062154,2.5434467556618743,2.458225900979989,2.5220792293548584,303810504,0.0,0.0
2004-09-03 00:00:00-04:00,2.508166413637735,2.52779418085174,2.467667718314168,2.4848105907440186,103538639,0.0,0.0
2004-09-07 00:00:00-04:00,2.509656638838524,2.5342541951726005,2.474873107018571,2.5238187313079834,117506800,0.0,0.0
2004-09-08 00:00:00-04:00,2.502948339714858,2.559845729083495,2.4969860662048093,2.54170823097229,100186120,0.0,0.0
2004-09-09 00:00:00-04:00,2.5474218605933494,2.551893862413993,2.509408299193725,2.5419561862945557,81620792,0.0,0.0
2004-09-10 00:00:00-04:00,2.524315504254625,2.6475499171996213,2.516861771562874,2.616989850997925,174804764,0.0,0.0
2004-09-13 00:00:00-04:00,2.6492888108771426,2.6935141343903863,2.6450651081598977,2.6709046363830566,157628624,0.0,0.0
2004-09-14 00:00:00-04:00,2.6696626989826715,2.782710190472149,2.653264010650181,2.7700393199920654,217608605,0.0,0.0
2004-09-15 00:00:00-04:00,2.7469328718231014,2.838115996711715,2.737987916889442,2.782710075378418,215279909,0.0,0.0
2004-09-16 00:00:00-04:00,2.7911575192522453,2.8771232775874025,2.7740146458000585,2.831655979156494,186207345,0.0,0.0
2004-09-17 00:00:00-04:00,2.842836309655225,2.9191129207611084,2.821220484674731,2.9191129207611084,190350817,0.0,0.0
2004-09-20 00:00:00-04:00,2.905696333528171,3.0212284923728014,2.901224331142757,2.965574264526367,213585582,0.0,0.0
2004-09-21 00:00:00-04:00,2.9767546251684913,2.991910390580449,2.9196098930221015,2.9278087615966797,145262446,0.0,0.0
2004-09-22 00:00:00-04:00,2.91687674440665,2.9732761041211617,2.902217577193758,2.9412248134613037,152344894,0.0,0.0
2004-09-23 00:00:00-04:00,2.9526547746460285,3.0468193948204347,2.9074348275272555,3.0018489360809326,171524515,0.0,0.0
2004-09-24 00:00:00-04:00,3.004829629289321,3.0833418900097813,2.9755127216547583,2.9772515296936035,183336625,0.0,0.0
2004-09-27 00:00:00-04:00,2.970542982126985,3.003339409069604,2.926815443486349,2.938244342803955,141994242,0.0,0.0
2004-09-28 00:00:00-04:00,3.013774851380469,3.1653325104164516,2.9866933499658526,3.15191650390625,340190355,0.0,0.0
2004-09-29 00:00:00-04:00,3.1479413340448468,3.3546566195432206,3.1362638977702484,3.256765127182007,613229953,0.0,0.0
2004-09-30 00:00:00-04:00,3.2274468473809255,3.287076472822354,3.205085648652456,3.2199931144714355,276468402,0.0,0.0
2004-10-01 00:00:00-04:00,3.2498079640466186,3.335277121726207,3.2026009074122634,3.2940335273742676,303934969,0.0,0.0
2004-10-04 00:00:00-04:00,3.360371677283139,3.400620887522083,3.33005919298127,3.3556501865386963,261693228,0.0,0.0
2004-10-05 00:00:00-04:00,3.345712534268358,3.4418642649120783,3.2855860706278666,3.4378890991210938,300887589,0.0,0.0
2004-10-06 00:00:00-04:00,3.417516163832985,3.4398771252412352,3.379005764528746,3.40583872795105,268900140,0.0,0.0
2004-10-07 00:00:00-04:00,3.4018635569291065,3.475406025930761,3.3926700645297267,3.449814796447754,283643194,0.0,0.0
2004-10-08 00:00:00-04:00,3.446585806423042,3.4704372771913414,3.4043475882161514,3.4219882488250732,222442656,0.0,0.0
2004-10-11 00:00:00-04:00,3.4038507224408945,3.4500643439316154,3.325586999540845,3.3606197834014893,210437827,0.0,0.0
2004-10-12 00:00:00-04:00,3.3402458523930543,3.4190064097578174,3.3144063238464896,3.4137892723083496,234419380,0.0,0.0
2004-10-13 00:00:00-04:00,3.560874858040949,3.566590020815606,3.480375731996426,3.500748634338379,397203256,0.0,0.0
2004-10-14 00:00:00-04:00,3.5034819501700523,3.537520347774658,3.44261058889528,3.528078556060791,209835578,0.0,0.0
2004-10-15 00:00:00-04:00,3.600877081069515,3.6150394128299643,3.5268368187499144,3.580503225326538,265150137,0.0,0.0
2004-10-18 00:00:00-04:00,3.557893582725124,3.706967298323756,3.508450881248643,3.7059738636016846,282061287,0.0,0.0
2004-10-19 00:00:00-04:00,3.7392670730535658,3.7864741295189224,3.661003349701699,3.6756622791290283,363918964,0.0,0.0
2004-10-20 00:00:00-04:00,3.6778977813782365,3.7017502040366717,3.4684492988844107,3.4905619621276855,456613107,0.0,0.0
2004-10-21 00:00:00-04:00,3.5877083471001727,3.730073705417619,3.518637876209575,3.711439609527588,585767401,0.0,0.0
2004-10-22 00:00:00-04:00,4.237173483026422,4.476436899880336,4.076670390217321,4.28413200378418,1481207196,0.0,0.0
2004-10-25 00:00:00-04:00,4.382768429265957,4.830735410632636,4.287112346286524,4.656070232391357,1315480331,0.0,0.0
2004-10-26 00:00:00-04:00,4.62973454693592,4.786261997734089,4.472212947900401,4.516935348510742,895628499,0.0,0.0
2004-10-27 00:00:00-04:00,4.539792955655495,4.708742971268579,4.5161897845533705,4.620541572570801,536262538,0.0,0.0
2004-10-28 00:00:00-04:00,4.638181721394342,4.8297412537507265,4.611348755284835,4.80265998840332,596097978,0.0,0.0
2004-10-29 00:00:00-04:00,4.941546107739753,4.967882471761324,4.735576210123043,4.736570358276367,849672890,0.0,0.0
2004-11-01 00:00:00-05:00,4.808871430713686,4.911234925244153,4.752223533060222,4.870488166809082,490828877,0.0,0.0
2004-11-02 00:00:00-05:00,4.938814491283848,4.9504916903795255,4.803654562511212,4.841668128967285,455553149,0.0,0.0
2004-11-03 00:00:00-05:00,4.92390630100965,5.008877901948946,4.739302981680213,4.762160778045654,557630330,0.0,0.0
2004-11-04 00:00:00-05:00,4.681910244281668,4.730607811239698,4.555446025395947,4.588987350463867,578544429,0.0,0.0
2004-11-05 00:00:00-05:00,4.521407539664478,4.5293578714631995,4.187730962953148,4.207606792449951,796297573,0.0,0.0
2004-11-08 00:00:00-05:00,4.246863505289027,4.35891732255217,4.2088485160846965,4.287112236022949,449349985,0.0,0.0
2004-11-09 00:00:00-05:00,4.3256239948551105,4.3529540328457825,4.106236890601738,4.191457748413086,444226854,0.0,0.0
2004-11-10 00:00:00-05:00,4.240402899373073,4.286367267812488,4.132573024427153,4.170586585998535,427355853,0.0,0.0
2004-11-11 00:00:00-05:00,4.202141008668995,4.565383713921819,4.16338112275651,4.54724645614624,601666773,0.0,0.0
2004-11-12 00:00:00-05:00,4.602156010106542,4.71570010130171,4.407614527192741,4.521903991699219,672354740,0.0,0.0
2004-11-15 00:00:00-05:00,4.483393005414483,4.678928145633574,4.441155980509589,4.593210697174072,477844390,0.0,0.0
2004-11-16 00:00:00-05:00,4.410098707221953,4.459044573510656,4.244378951015185,4.286864280700684,839832142,0.0,0.0
2004-11-17 00:00:00-05:00,4.199408195782298,4.410098649538074,4.198911121664934,4.285870552062988,728034662,0.0,0.0
2004-11-18 00:00:00-05:00,4.230961371621556,4.333574109904581,4.117665583830142,4.1626362800598145,667677273,0.0,0.0
2004-11-19 00:00:00-05:00,4.201395219557895,4.223259822158828,4.1372935855000215,4.20884895324707,352086780,0.0,0.0
2004-11-22 00:00:00-05:00,4.086360746427313,4.211333743042817,4.007848721088207,4.102013111114502,496582362,0.0,0.0
2004-11-23 00:00:00-05:00,4.173320015560624,4.2443787803025605,4.136796722816409,4.162139415740967,498393124,0.0,0.0
2004-11-24 00:00:00-05:00,4.343512213183712,4.402893306847834,4.2861194160303695,4.342021942138672,613531078,0.0,0.0
2004-11-26 00:00:00-05:00,4.367861452202924,4.4729581379935475,4.355935479195423,4.457056999206543,260175560,0.0,0.0
2004-11-29 00:00:00-05:00,4.48115744225026,4.54550737355188,4.410346974392394,4.498301029205322,428263241,0.0,0.0
2004-11-30 00:00:00-05:00,4.489853624456271,4.546750297984418,4.478424725039306,4.521407604217529,309154460,0.0,0.0
2004-12-01 00:00:00-05:00,4.520662483642329,4.534327028192581,4.461033088290395,4.471220016479492,315743063,0.0,0.0
2004-12-02 00:00:00-05:00,4.46972800434471,4.509729865233961,4.436186679920902,4.457305908203125,251374696,0.0,0.0
2004-12-03 00:00:00-05:00,4.470971384017165,4.498549245970898,4.412583489214765,4.482151508331299,235647968,0.0,0.0
2004-12-06 00:00:00-05:00,4.450597092681824,4.4896052811903004,4.373327040341666,4.380035400390625,251097661,0.0,0.0
2004-12-07 00:00:00-05:00,4.372829534141023,4.377799799136084,4.237421326094433,4.2592854499816895,275866153,0.0,0.0
2004-12-08 00:00:00-05:00,4.232452703522176,4.315188664492701,4.1922025451570075,4.223259449005127,302802741,0.0,0.0
2004-12-09 00:00:00-05:00,4.229968028514781,4.31071664865204,4.185742702125088,4.308977127075195,307307563,0.0,0.0
2004-12-10 00:00:00-05:00,4.308976756916731,4.345002973451971,4.255807430662065,4.264751434326172,173335277,0.0,0.0
2004-12-13 00:00:00-05:00,4.277671768005159,4.3027661614959865,4.210091571234822,4.234936714172363,193466452,0.0,0.0
2004-12-14 00:00:00-05:00,4.248602392770582,4.442895110150154,4.213818620348427,4.4396653175354,445198482,0.0,0.0
